Date,County,Population,Cases,Deaths,Policies & Announcements (Texas Government)
3/25/2021,GALVESTON COUNTY,342139,79,1,None
3/26/2021,GALVESTON COUNTY,342139,80,0,None
3/27/2021,GALVESTON COUNTY,342139,86,3,None
3/28/2021,GALVESTON COUNTY,342139,72,0,None
3/29/2021,GALVESTON COUNTY,342139,0,0,None
3/30/2021,GALVESTON COUNTY,342139,113,0,None
3/31/2021,GALVESTON COUNTY,342139,0,0,None
4/1/2021,GALVESTON COUNTY,342139,131,2,None
4/2/2021,GALVESTON COUNTY,342139,71,1,None
4/3/2021,GALVESTON COUNTY,342139,0,0,None
4/4/2021,GALVESTON COUNTY,342139,97,0,None
4/5/2021,GALVESTON COUNTY,342139,0,0,None
4/6/2021,GALVESTON COUNTY,342139,78,1,None
4/7/2021,GALVESTON COUNTY,342139,89,1,None
4/8/2021,GALVESTON COUNTY,342139,65,3,None
4/9/2021,GALVESTON COUNTY,342139,101,0,None
4/10/2021,GALVESTON COUNTY,342139,56,0,None
4/11/2021,GALVESTON COUNTY,342139,60,0,None
4/12/2021,GALVESTON COUNTY,342139,0,0,None
4/13/2021,GALVESTON COUNTY,342139,134,0,None
4/14/2021,GALVESTON COUNTY,342139,71,1,None
4/15/2021,GALVESTON COUNTY,342139,44,1,None
4/16/2021,GALVESTON COUNTY,342139,72,1,None
4/17/2021,GALVESTON COUNTY,342139,30,0,None
4/18/2021,GALVESTON COUNTY,342139,38,0,None
4/19/2021,GALVESTON COUNTY,342139,0,0,None
4/20/2021,GALVESTON COUNTY,342139,114,0,None
4/21/2021,GALVESTON COUNTY,342139,87,1,None
4/22/2021,GALVESTON COUNTY,342139,94,1,None
4/23/2021,GALVESTON COUNTY,342139,62,1,None
4/24/2021,GALVESTON COUNTY,342139,59,1,None
4/25/2021,GALVESTON COUNTY,342139,35,0,None
4/26/2021,GALVESTON COUNTY,342139,0,2,None
4/27/2021,GALVESTON COUNTY,342139,76,0,None
4/28/2021,GALVESTON COUNTY,342139,85,0,None
4/29/2021,GALVESTON COUNTY,342139,72,1,None
4/30/2021,GALVESTON COUNTY,342139,82,2,None
5/1/2021,GALVESTON COUNTY,342139,71,1,None
5/2/2021,GALVESTON COUNTY,342139,63,1,None
5/3/2021,GALVESTON COUNTY,342139,0,0,None
5/4/2021,GALVESTON COUNTY,342139,93,1,None
5/5/2021,GALVESTON COUNTY,342139,54,2,None
5/6/2021,GALVESTON COUNTY,342139,51,0,None
5/7/2021,GALVESTON COUNTY,342139,81,0,None
5/8/2021,GALVESTON COUNTY,342139,50,1,None
5/9/2021,GALVESTON COUNTY,342139,44,0,None
5/10/2021,GALVESTON COUNTY,342139,0,0,None
5/11/2021,GALVESTON COUNTY,342139,82,0,None
5/12/2021,GALVESTON COUNTY,342139,48,2,None
5/13/2021,GALVESTON COUNTY,342139,84,0,None
5/14/2021,GALVESTON COUNTY,342139,63,0,None
5/15/2021,GALVESTON COUNTY,342139,42,0,None
5/16/2021,GALVESTON COUNTY,342139,44,0,None
5/17/2021,GALVESTON COUNTY,342139,0,1,None
5/18/2021,GALVESTON COUNTY,342139,73,0,None
5/19/2021,GALVESTON COUNTY,342139,68,0,None
5/20/2021,GALVESTON COUNTY,342139,52,1,None
5/21/2021,GALVESTON COUNTY,342139,48,3,None
5/22/2021,GALVESTON COUNTY,342139,50,0,None
5/23/2021,GALVESTON COUNTY,342139,33,0,None
5/24/2021,GALVESTON COUNTY,342139,0,0,None
5/25/2021,GALVESTON COUNTY,342139,78,1,None
5/26/2021,GALVESTON COUNTY,342139,30,0,None
5/27/2021,GALVESTON COUNTY,342139,36,0,None
5/28/2021,GALVESTON COUNTY,342139,25,0,None
5/29/2021,GALVESTON COUNTY,342139,29,0,None
5/30/2021,GALVESTON COUNTY,342139,0,1,None
1/22/2020,HARRIS COUNTY,4713325,0,0,None
1/23/2020,HARRIS COUNTY,4713325,0,0,None
1/24/2020,HARRIS COUNTY,4713325,0,0,None
1/25/2020,HARRIS COUNTY,4713325,0,0,None
1/26/2020,HARRIS COUNTY,4713325,0,0,None
1/27/2020,HARRIS COUNTY,4713325,0,0,None
1/28/2020,HARRIS COUNTY,4713325,0,0,None
1/29/2020,HARRIS COUNTY,4713325,0,0,None
1/30/2020,HARRIS COUNTY,4713325,0,0,None
1/31/2020,HARRIS COUNTY,4713325,0,0,None
2/1/2020,HARRIS COUNTY,4713325,0,0,None
2/2/2020,HARRIS COUNTY,4713325,0,0,None
2/3/2020,HARRIS COUNTY,4713325,0,0,None
2/4/2020,HARRIS COUNTY,4713325,0,0,None
2/5/2020,HARRIS COUNTY,4713325,0,0,None
2/6/2020,HARRIS COUNTY,4713325,0,0,None
2/7/2020,HARRIS COUNTY,4713325,0,0,None
2/8/2020,HARRIS COUNTY,4713325,0,0,None
2/9/2020,HARRIS COUNTY,4713325,0,0,None
2/10/2020,HARRIS COUNTY,4713325,0,0,None
2/11/2020,HARRIS COUNTY,4713325,0,0,None
2/12/2020,HARRIS COUNTY,4713325,0,0,None
2/13/2020,HARRIS COUNTY,4713325,0,0,None
2/14/2020,HARRIS COUNTY,4713325,0,0,None
2/15/2020,HARRIS COUNTY,4713325,0,0,None
2/16/2020,HARRIS COUNTY,4713325,0,0,None
2/17/2020,HARRIS COUNTY,4713325,0,0,None
2/18/2020,HARRIS COUNTY,4713325,0,0,None
2/19/2020,HARRIS COUNTY,4713325,0,0,None
2/20/2020,HARRIS COUNTY,4713325,0,0,None
2/21/2020,HARRIS COUNTY,4713325,0,0,None
2/22/2020,HARRIS COUNTY,4713325,0,0,None
2/23/2020,HARRIS COUNTY,4713325,0,0,None
2/24/2020,HARRIS COUNTY,4713325,0,0,None
2/25/2020,HARRIS COUNTY,4713325,0,0,None
2/26/2020,HARRIS COUNTY,4713325,0,0,None
2/27/2020,HARRIS COUNTY,4713325,0,0,None
2/28/2020,HARRIS COUNTY,4713325,0,0,None
2/29/2020,HARRIS COUNTY,4713325,0,0,None
3/1/2020,HARRIS COUNTY,4713325,0,0,None
3/2/2020,HARRIS COUNTY,4713325,0,0,None
3/3/2020,HARRIS COUNTY,4713325,0,0,None
3/4/2020,HARRIS COUNTY,4713325,0,0,None
3/5/2020,HARRIS COUNTY,4713325,2,0,None
3/6/2020,HARRIS COUNTY,4713325,1,0,None
3/7/2020,HARRIS COUNTY,4713325,2,0,None
3/8/2020,HARRIS COUNTY,4713325,0,0,None
3/9/2020,HARRIS COUNTY,4713325,1,0,None
3/10/2020,HARRIS COUNTY,4713325,0,0,None
3/11/2020,HARRIS COUNTY,4713325,1,0,None
3/12/2020,HARRIS COUNTY,4713325,2,0,None
3/13/2020,HARRIS COUNTY,4713325,0,0,None
3/14/2020,HARRIS COUNTY,4713325,2,0,None
3/15/2020,HARRIS COUNTY,4713325,0,0,None
3/16/2020,HARRIS COUNTY,4713325,2,0,None
3/17/2020,HARRIS COUNTY,4713325,3,0,The Texas Department of State Health Services confirmed the first death as a result of COVID-19.
3/18/2020,HARRIS COUNTY,4713325,7,1,None
3/19/2020,HARRIS COUNTY,4713325,7,0,"The Governor issued a series of Executive Orders to accomplish the following: Order No. 1: Prohibiting public gatherings of 10 or more people; Order No. 2: Discouraging dine-in at restaurants and bars, or visitation of gyms and massage parlors; Order No. 3: Prohibiting visitation to nursing homes, retirement homes, or long-term care facilities; Order No. 4: Closing schools."
3/20/2020,HARRIS COUNTY,4713325,25,0,"The Texas Supreme Court issued an emergency order suspending residential eviction proceedings through April 19, 2020."
3/21/2020,HARRIS COUNTY,4713325,13,1,None
3/22/2020,HARRIS COUNTY,4713325,6,0,None
3/23/2020,HARRIS COUNTY,4713325,4,0,None
3/24/2020,HARRIS COUNTY,4713325,56,2,None
3/25/2020,HARRIS COUNTY,4713325,51,1,None
3/26/2020,HARRIS COUNTY,4713325,18,1,None
3/27/2020,HARRIS COUNTY,4713325,26,4,None
3/28/2020,HARRIS COUNTY,4713325,216,1,The Department of Health and Human Services waived interview requirements for households applying for SNAP and continued benefits for existing households.
3/29/2020,HARRIS COUNTY,4713325,81,2,None
3/30/2020,HARRIS COUNTY,4713325,37,4,None
3/31/2020,HARRIS COUNTY,4713325,117,3,None
4/1/2020,HARRIS COUNTY,4713325,167,5,"The Governor and the Department of Housing and Community Affairs waived statutes related to the U.S. Department of Housing and Urban Developments HOME Investments Partnership program, granting flexible use of funds to help Texans pay their rent."
4/2/2020,HARRIS COUNTY,4713325,108,4,None
4/3/2020,HARRIS COUNTY,4713325,151,2,None
4/4/2020,HARRIS COUNTY,4713325,178,5,None
4/5/2020,HARRIS COUNTY,4713325,111,11,None
4/6/2020,HARRIS COUNTY,4713325,414,7,None
4/7/2020,HARRIS COUNTY,4713325,337,4,None
4/8/2020,HARRIS COUNTY,4713325,195,5,None
4/9/2020,HARRIS COUNTY,4713325,706,8,None
4/10/2020,HARRIS COUNTY,4713325,214,3,None
4/11/2020,HARRIS COUNTY,4713325,300,5,None
4/12/2020,HARRIS COUNTY,4713325,68,7,None
4/13/2020,HARRIS COUNTY,4713325,115,6,None
4/14/2020,HARRIS COUNTY,4713325,163,6,None
4/15/2020,HARRIS COUNTY,4713325,190,7,None
4/16/2020,HARRIS COUNTY,4713325,209,7,None
4/17/2020,HARRIS COUNTY,4713325,154,7,None
4/18/2020,HARRIS COUNTY,4713325,193,5,None
4/19/2020,HARRIS COUNTY,4713325,170,7,None
4/20/2020,HARRIS COUNTY,4713325,154,3,None
4/21/2020,HARRIS COUNTY,4713325,166,9,None
4/22/2020,HARRIS COUNTY,4713325,68,7,None
4/23/2020,HARRIS COUNTY,4713325,119,4,None
4/24/2020,HARRIS COUNTY,4713325,152,5,"The Governor and the Texas Department of Housing and Community Affairs announced that Texas will provide HOME Tenant Based Rental Assistance to Texans experiencing housing challenges, made possible by waived recently authorized by U.S. Department of Housing and Urban Development."
4/25/2020,HARRIS COUNTY,4713325,0,7,None
4/26/2020,HARRIS COUNTY,4713325,146,5,None
4/27/2020,HARRIS COUNTY,4713325,0,5,None
4/28/2020,HARRIS COUNTY,4713325,199,3,None
4/29/2020,HARRIS COUNTY,4713325,334,5,The Governor suspended certain statutes to temporarily allow for appearances before a notary public via videoconference when executing real-estate instruments such as mortgages.
4/30/2020,HARRIS COUNTY,4713325,195,7,None
5/1/2020,HARRIS COUNTY,4713325,195,5,None
5/2/2020,HARRIS COUNTY,4713325,157,3,None
5/3/2020,HARRIS COUNTY,4713325,130,4,None
5/4/2020,HARRIS COUNTY,4713325,129,8,None
5/5/2020,HARRIS COUNTY,4713325,161,3,None
5/6/2020,HARRIS COUNTY,4713325,116,7,None
5/7/2020,HARRIS COUNTY,4713325,133,6,None
5/8/2020,HARRIS COUNTY,4713325,217,4,"The Governor, the Texas Education Agency, and the Dallas Independent School District launched Operation Connectivity, a statewide initiative to deliver internet connectivity and device solutions for schools, families, and students in the transition to at-home digital learning."
5/9/2020,HARRIS COUNTY,4713325,209,3,None
5/10/2020,HARRIS COUNTY,4713325,75,2,None
5/11/2020,HARRIS COUNTY,4713325,298,2,None
5/12/2020,HARRIS COUNTY,4713325,240,3,None
5/13/2020,HARRIS COUNTY,4713325,205,8,None
5/14/2020,HARRIS COUNTY,4713325,196,5,None
5/15/2020,HARRIS COUNTY,4713325,233,8,None
5/16/2020,HARRIS COUNTY,4713325,76,7,None
5/17/2020,HARRIS COUNTY,4713325,339,3,None
5/18/2020,HARRIS COUNTY,4713325,170,1,None
5/19/2020,HARRIS COUNTY,4713325,224,5,"The Governor urged local governments to reduce the property tax burden on Texans. He also urged the passage of legislation to protect business owners, healthcare facilities and employees, and first responders from being held liable for COVID-19 exposure claims when they adhere to relevant public health guidelines."
5/20/2020,HARRIS COUNTY,4713325,236,5,None
5/21/2020,HARRIS COUNTY,4713325,188,5,None
5/22/2020,HARRIS COUNTY,4713325,243,4,"The Governor released a public service announcement, Be A Good Neighbor. Be a Good Texan, encouraging Texans to do their part to protect themselves and others by following best practices including social distancing, wearing a face mask, and washing hands regularly."
5/23/2020,HARRIS COUNTY,4713325,244,2,None
5/24/2020,HARRIS COUNTY,4713325,151,11,None
5/25/2020,HARRIS COUNTY,4713325,74,6,None
5/26/2020,HARRIS COUNTY,4713325,286,4,None
5/27/2020,HARRIS COUNTY,4713325,261,7,None
5/28/2020,HARRIS COUNTY,4713325,228,6,None
5/29/2020,HARRIS COUNTY,4713325,239,4,None
5/30/2020,HARRIS COUNTY,4713325,211,11,None
5/31/2020,HARRIS COUNTY,4713325,56,2,None
6/1/2020,HARRIS COUNTY,4713325,388,4,None
6/2/2020,HARRIS COUNTY,4713325,363,7,None
6/3/2020,HARRIS COUNTY,4713325,241,7,None
6/4/2020,HARRIS COUNTY,4713325,335,8,None
6/5/2020,HARRIS COUNTY,4713325,337,6,None
6/6/2020,HARRIS COUNTY,4713325,483,6,None
6/7/2020,HARRIS COUNTY,4713325,163,3,None
6/8/2020,HARRIS COUNTY,4713325,332,8,None
6/9/2020,HARRIS COUNTY,4713325,320,1,None
6/10/2020,HARRIS COUNTY,4713325,314,4,None
6/11/2020,HARRIS COUNTY,4713325,312,6,None
6/12/2020,HARRIS COUNTY,4713325,324,10,None
6/13/2020,HARRIS COUNTY,4713325,380,14,None
6/14/2020,HARRIS COUNTY,4713325,210,9,None
6/15/2020,HARRIS COUNTY,4713325,504,8,None
6/16/2020,HARRIS COUNTY,4713325,425,7,None
6/17/2020,HARRIS COUNTY,4713325,450,10,None
6/18/2020,HARRIS COUNTY,4713325,395,12,None
6/19/2020,HARRIS COUNTY,4713325,1187,6,None
6/20/2020,HARRIS COUNTY,4713325,1135,13,None
6/21/2020,HARRIS COUNTY,4713325,179,8,None
6/22/2020,HARRIS COUNTY,4713325,1994,7,None
6/23/2020,HARRIS COUNTY,4713325,1374,11,The Governor expanded the authority of mayors and county judges to impose restrictions on outdoor gatherings of over 100 people.
6/24/2020,HARRIS COUNTY,4713325,1365,18,None
6/25/2020,HARRIS COUNTY,4713325,1230,12,None
6/26/2020,HARRIS COUNTY,4713325,1238,15,None
6/27/2020,HARRIS COUNTY,4713325,908,19,None
6/28/2020,HARRIS COUNTY,4713325,114,12,None
6/29/2020,HARRIS COUNTY,4713325,1453,19,None
6/30/2020,HARRIS COUNTY,4713325,693,16,None
7/1/2020,HARRIS COUNTY,4713325,1437,20,None
7/2/2020,HARRIS COUNTY,4713325,1249,29,None
7/3/2020,HARRIS COUNTY,4713325,1208,22,None
7/4/2020,HARRIS COUNTY,4713325,597,29,None
7/5/2020,HARRIS COUNTY,4713325,684,28,None
7/6/2020,HARRIS COUNTY,4713325,1179,27,None
7/7/2020,HARRIS COUNTY,4713325,1535,35,None
7/8/2020,HARRIS COUNTY,4713325,701,34,None
7/9/2020,HARRIS COUNTY,4713325,906,34,None
7/10/2020,HARRIS COUNTY,4713325,1081,35,None
7/11/2020,HARRIS COUNTY,4713325,1940,31,None
7/12/2020,HARRIS COUNTY,4713325,1429,26,None
7/13/2020,HARRIS COUNTY,4713325,2001,36,None
7/14/2020,HARRIS COUNTY,4713325,1658,35,None
7/15/2020,HARRIS COUNTY,4713325,1335,37,None
7/16/2020,HARRIS COUNTY,4713325,1597,28,None
7/17/2020,HARRIS COUNTY,4713325,1576,30,None
7/18/2020,HARRIS COUNTY,4713325,1247,23,None
7/19/2020,HARRIS COUNTY,4713325,961,33,None
7/20/2020,HARRIS COUNTY,4713325,1328,32,None
7/21/2020,HARRIS COUNTY,4713325,1386,29,None
7/22/2020,HARRIS COUNTY,4713325,1444,31,None
7/23/2020,HARRIS COUNTY,4713325,1510,28,None
7/24/2020,HARRIS COUNTY,4713325,1201,11,None
7/25/2020,HARRIS COUNTY,4713325,1496,18,None
7/26/2020,HARRIS COUNTY,4713325,1236,10,None
7/27/2020,HARRIS COUNTY,4713325,846,14,None
7/28/2020,HARRIS COUNTY,4713325,1465,18,None
7/29/2020,HARRIS COUNTY,4713325,1468,6,None
7/30/2020,HARRIS COUNTY,4713325,1724,4,None
7/31/2020,HARRIS COUNTY,4713325,2114,4,None
8/1/2020,HARRIS COUNTY,4713325,1920,1,None
8/2/2020,HARRIS COUNTY,4713325,1758,0,None
8/3/2020,HARRIS COUNTY,4713325,1461,0,None
8/4/2020,HARRIS COUNTY,4713325,1436,0,None
8/5/2020,HARRIS COUNTY,4713325,1378,0,None
8/6/2020,HARRIS COUNTY,4713325,1005,50,None
8/7/2020,HARRIS COUNTY,4713325,1264,55,None
8/8/2020,HARRIS COUNTY,4713325,1417,48,None
8/9/2020,HARRIS COUNTY,4713325,1157,13,None
8/10/2020,HARRIS COUNTY,4713325,806,8,None
8/11/2020,HARRIS COUNTY,4713325,942,33,None
8/12/2020,HARRIS COUNTY,4713325,989,63,None
8/13/2020,HARRIS COUNTY,4713325,931,34,None
8/14/2020,HARRIS COUNTY,4713325,1149,58,None
8/15/2020,HARRIS COUNTY,4713325,1124,41,None
8/16/2020,HARRIS COUNTY,4713325,555,17,None
8/17/2020,HARRIS COUNTY,4713325,691,9,None
8/18/2020,HARRIS COUNTY,4713325,928,37,None
8/19/2020,HARRIS COUNTY,4713325,804,45,None
8/20/2020,HARRIS COUNTY,4713325,955,33,None
8/21/2020,HARRIS COUNTY,4713325,1027,25,None
8/22/2020,HARRIS COUNTY,4713325,1087,33,None
8/23/2020,HARRIS COUNTY,4713325,761,17,None
8/24/2020,HARRIS COUNTY,4713325,784,2,None
8/25/2020,HARRIS COUNTY,4713325,881,42,None
8/26/2020,HARRIS COUNTY,4713325,906,34,None
8/27/2020,HARRIS COUNTY,4713325,593,34,None
8/28/2020,HARRIS COUNTY,4713325,1418,13,None
8/29/2020,HARRIS COUNTY,4713325,1561,24,None
8/30/2020,HARRIS COUNTY,4713325,1108,11,None
8/31/2020,HARRIS COUNTY,4713325,838,4,None
9/1/2020,HARRIS COUNTY,4713325,895,16,None
9/2/2020,HARRIS COUNTY,4713325,595,39,None
9/3/2020,HARRIS COUNTY,4713325,734,34,None
9/4/2020,HARRIS COUNTY,4713325,1015,19,None
9/5/2020,HARRIS COUNTY,4713325,928,27,None
9/6/2020,HARRIS COUNTY,4713325,763,8,None
9/7/2020,HARRIS COUNTY,4713325,0,0,None
9/8/2020,HARRIS COUNTY,4713325,514,7,None
9/9/2020,HARRIS COUNTY,4713325,723,21,None
9/10/2020,HARRIS COUNTY,4713325,742,0,None
9/11/2020,HARRIS COUNTY,4713325,1257,32,None
9/12/2020,HARRIS COUNTY,4713325,388,19,None
9/13/2020,HARRIS COUNTY,4713325,1023,6,None
9/14/2020,HARRIS COUNTY,4713325,1396,3,None
9/15/2020,HARRIS COUNTY,4713325,2768,17,None
9/16/2020,HARRIS COUNTY,4713325,435,18,None
9/17/2020,HARRIS COUNTY,4713325,857,12,None
9/18/2020,HARRIS COUNTY,4713325,817,13,None
9/19/2020,HARRIS COUNTY,4713325,819,15,None
9/20/2020,HARRIS COUNTY,4713325,553,6,None
9/21/2020,HARRIS COUNTY,4713325,14129,1,None
9/22/2020,HARRIS COUNTY,4713325,527,13,None
9/23/2020,HARRIS COUNTY,4713325,544,17,None
9/24/2020,HARRIS COUNTY,4713325,664,13,None
9/25/2020,HARRIS COUNTY,4713325,851,7,Governor Abbott announced over $171 million in CARES Act funding for rental assistance and the Texas Eviction Diversion Program
9/26/2020,HARRIS COUNTY,4713325,336,17,None
9/27/2020,HARRIS COUNTY,4713325,485,4,None
9/28/2020,HARRIS COUNTY,4713325,354,0,None
9/29/2020,HARRIS COUNTY,4713325,608,12,None
9/30/2020,HARRIS COUNTY,4713325,366,11,None
10/1/2020,HARRIS COUNTY,4713325,849,8,None
10/2/2020,HARRIS COUNTY,4713325,2704,8,None
10/3/2020,HARRIS COUNTY,4713325,1064,9,None
10/4/2020,HARRIS COUNTY,4713325,510,2,None
10/5/2020,HARRIS COUNTY,4713325,427,2,None
10/6/2020,HARRIS COUNTY,4713325,534,4,None
10/7/2020,HARRIS COUNTY,4713325,625,15,None
10/8/2020,HARRIS COUNTY,4713325,377,10,None
10/9/2020,HARRIS COUNTY,4713325,405,11,None
10/10/2020,HARRIS COUNTY,4713325,450,7,None
10/11/2020,HARRIS COUNTY,4713325,535,7,None
10/12/2020,HARRIS COUNTY,4713325,302,0,None
10/13/2020,HARRIS COUNTY,4713325,417,7,None
10/14/2020,HARRIS COUNTY,4713325,743,9,None
10/15/2020,HARRIS COUNTY,4713325,354,10,None
10/16/2020,HARRIS COUNTY,4713325,594,10,None
10/17/2020,HARRIS COUNTY,4713325,384,8,None
10/18/2020,HARRIS COUNTY,4713325,412,2,None
10/19/2020,HARRIS COUNTY,4713325,398,1,None
10/20/2020,HARRIS COUNTY,4713325,427,6,None
10/21/2020,HARRIS COUNTY,4713325,843,15,None
10/22/2020,HARRIS COUNTY,4713325,707,0,None
10/23/2020,HARRIS COUNTY,4713325,650,9,None
10/24/2020,HARRIS COUNTY,4713325,987,16,None
10/25/2020,HARRIS COUNTY,4713325,379,8,None
10/26/2020,HARRIS COUNTY,4713325,514,0,None
10/27/2020,HARRIS COUNTY,4713325,345,2,None
10/28/2020,HARRIS COUNTY,4713325,915,6,None
10/29/2020,HARRIS COUNTY,4713325,452,9,None
10/30/2020,HARRIS COUNTY,4713325,0,6,None
10/31/2020,HARRIS COUNTY,4713325,629,3,None
11/1/2020,HARRIS COUNTY,4713325,693,2,None
11/2/2020,HARRIS COUNTY,4713325,981,3,None
11/3/2020,HARRIS COUNTY,4713325,558,9,None
11/4/2020,HARRIS COUNTY,4713325,600,18,None
11/5/2020,HARRIS COUNTY,4713325,807,10,None
11/6/2020,HARRIS COUNTY,4713325,715,3,None
11/7/2020,HARRIS COUNTY,4713325,578,11,None
11/8/2020,HARRIS COUNTY,4713325,786,1,None
11/9/2020,HARRIS COUNTY,4713325,625,0,None
11/10/2020,HARRIS COUNTY,4713325,790,5,None
11/11/2020,HARRIS COUNTY,4713325,2089,6,None
11/12/2020,HARRIS COUNTY,4713325,1081,18,None
11/13/2020,HARRIS COUNTY,4713325,847,0,None
11/14/2020,HARRIS COUNTY,4713325,673,13,None
11/15/2020,HARRIS COUNTY,4713325,1057,1,None
11/16/2020,HARRIS COUNTY,4713325,921,1,None
11/17/2020,HARRIS COUNTY,4713325,545,9,None
11/18/2020,HARRIS COUNTY,4713325,1507,9,None
11/19/2020,HARRIS COUNTY,4713325,1345,15,None
11/20/2020,HARRIS COUNTY,4713325,1100,11,None
11/21/2020,HARRIS COUNTY,4713325,1450,10,None
11/22/2020,HARRIS COUNTY,4713325,831,1,None
11/23/2020,HARRIS COUNTY,4713325,1060,0,None
11/24/2020,HARRIS COUNTY,4713325,2052,9,None
11/25/2020,HARRIS COUNTY,4713325,1859,10,None
11/26/2020,HARRIS COUNTY,4713325,596,8,None
11/27/2020,HARRIS COUNTY,4713325,108,3,None
11/28/2020,HARRIS COUNTY,4713325,65,6,None
11/29/2020,HARRIS COUNTY,4713325,2699,8,None
11/30/2020,HARRIS COUNTY,4713325,882,0,None
12/1/2020,HARRIS COUNTY,4713325,614,4,None
12/2/2020,HARRIS COUNTY,4713325,962,10,None
12/3/2020,HARRIS COUNTY,4713325,1810,9,None
12/4/2020,HARRIS COUNTY,4713325,659,14,None
12/5/2020,HARRIS COUNTY,4713325,1100,14,None
12/6/2020,HARRIS COUNTY,4713325,2303,7,None
12/7/2020,HARRIS COUNTY,4713325,636,2,None
12/8/2020,HARRIS COUNTY,4713325,800,17,None
12/9/2020,HARRIS COUNTY,4713325,1099,17,None
12/10/2020,HARRIS COUNTY,4713325,1365,7,None
12/11/2020,HARRIS COUNTY,4713325,1989,18,None
12/12/2020,HARRIS COUNTY,4713325,1078,14,None
12/13/2020,HARRIS COUNTY,4713325,1478,8,None
12/14/2020,HARRIS COUNTY,4713325,1331,0,None
12/15/2020,HARRIS COUNTY,4713325,1625,12,None
12/16/2020,HARRIS COUNTY,4713325,2324,16,None
12/17/2020,HARRIS COUNTY,4713325,1494,25,"95,000 doses of COVID-19 vaccine have been delivered to 23 different sites throughout the state of Texas. An additional 129,675 doses will be delivered to 87 sites today — bringing the total number of doses to over 224,000 across 110 providers (hospitals and medical schools) in 34 counties."
12/18/2020,HARRIS COUNTY,4713325,1599,12,None
12/19/2020,HARRIS COUNTY,4713325,1307,18,None
12/20/2020,HARRIS COUNTY,4713325,2179,9,None
12/21/2020,HARRIS COUNTY,4713325,2595,3,None
12/22/2020,HARRIS COUNTY,4713325,1071,15,None
12/23/2020,HARRIS COUNTY,4713325,1314,23,None
12/24/2020,HARRIS COUNTY,4713325,857,23,None
12/25/2020,HARRIS COUNTY,4713325,263,22,None
12/26/2020,HARRIS COUNTY,4713325,78,0,None
12/27/2020,HARRIS COUNTY,4713325,6264,3,None
12/28/2020,HARRIS COUNTY,4713325,1623,1,None
12/29/2020,HARRIS COUNTY,4713325,1406,16,None
12/30/2020,HARRIS COUNTY,4713325,1937,23,None
12/31/2020,HARRIS COUNTY,4713325,1054,31,None
1/1/2021,HARRIS COUNTY,4713325,1930,15,None
1/2/2021,HARRIS COUNTY,4713325,3402,7,None
1/3/2021,HARRIS COUNTY,4713325,2492,7,None
1/4/2021,HARRIS COUNTY,4713325,1907,4,None
1/5/2021,HARRIS COUNTY,4713325,2030,18,None
1/6/2021,HARRIS COUNTY,4713325,1366,29,None
1/7/2021,HARRIS COUNTY,4713325,2758,40,None
1/8/2021,HARRIS COUNTY,4713325,2434,59,None
1/9/2021,HARRIS COUNTY,4713325,3727,0,None
1/10/2021,HARRIS COUNTY,4713325,2752,7,None
1/11/2021,HARRIS COUNTY,4713325,4000,3,None
1/12/2021,HARRIS COUNTY,4713325,1204,27,None
1/13/2021,HARRIS COUNTY,4713325,1360,40,None
1/14/2021,HARRIS COUNTY,4713325,5810,33,None
1/15/2021,HARRIS COUNTY,4713325,3413,32,None
1/16/2021,HARRIS COUNTY,4713325,3110,54,None
1/17/2021,HARRIS COUNTY,4713325,3495,15,None
1/18/2021,HARRIS COUNTY,4713325,1439,3,None
1/19/2021,HARRIS COUNTY,4713325,1397,30,None
1/20/2021,HARRIS COUNTY,4713325,2496,41,None
1/21/2021,HARRIS COUNTY,4713325,3022,32,None
1/22/2021,HARRIS COUNTY,4713325,995,43,None
1/23/2021,HARRIS COUNTY,4713325,2255,37,None
1/24/2021,HARRIS COUNTY,4713325,1108,35,None
1/25/2021,HARRIS COUNTY,4713325,3544,11,None
1/26/2021,HARRIS COUNTY,4713325,3160,36,None
1/27/2021,HARRIS COUNTY,4713325,2162,51,None
1/28/2021,HARRIS COUNTY,4713325,2407,41,None
1/29/2021,HARRIS COUNTY,4713325,2763,44,None
1/30/2021,HARRIS COUNTY,4713325,3032,46,None
1/31/2021,HARRIS COUNTY,4713325,2957,15,None
2/1/2021,HARRIS COUNTY,4713325,2146,7,None
2/2/2021,HARRIS COUNTY,4713325,944,50,None
2/3/2021,HARRIS COUNTY,4713325,2664,42,None
2/4/2021,HARRIS COUNTY,4713325,1602,54,None
2/5/2021,HARRIS COUNTY,4713325,1238,31,None
2/6/2021,HARRIS COUNTY,4713325,831,47,None
2/7/2021,HARRIS COUNTY,4713325,1347,18,None
2/8/2021,HARRIS COUNTY,4713325,741,14,None
2/9/2021,HARRIS COUNTY,4713325,409,49,Governor Greg Abbott today announced that the Texas Department of Housing and Community Affairs (TDHCA) has launched the Texas Rent Relief Program — the first statewide rent and utility assistance program for qualifying households throughout Texas. This program has been created to administer the more than $1 billion allocated to Texas through the latest federal COVID-19 stimulus bill
2/10/2021,HARRIS COUNTY,4713325,680,38,None
2/11/2021,HARRIS COUNTY,4713325,1581,57,None
2/12/2021,HARRIS COUNTY,4713325,1442,38,None
2/13/2021,HARRIS COUNTY,4713325,2394,33,None
2/14/2021,HARRIS COUNTY,4713325,1339,18,None
2/15/2021,HARRIS COUNTY,4713325,1262,7,None
